1101	Fred Schepisi	John Guare#John Guare	Will Smith#Stockard Channing#Donald Sutherland	English#Italian	An affluent New York City couple finds their lives touched, intruded upon, and compelled by a mysterious young black man who is never quite who he says he is.
1102	Don DuPree	Roger Ebert#Gene Siskel	None	Buena Vista Television	
1103	Hal Hartley	Hal Hartley	Adrienne Shelly#Martin Donovan#Rebecca Nelson	English	After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.
1104	None	None	None	French	None
1105	Dean Semler	Chris Soth	Howie Long#Scott Glenn#William Forsythe	English	Firefighter Jesse Graves has to save ornithologist Jennifer and other people caught in a forest fire, which was set up by the lawyer of convicted killer Earl Shaye, who escaped from the ...
1106	Richard Linklater	Claude Stanush#Richard Linklater	Matthew McConaughey#Ethan Hawke#Skeet Ulrich	English	The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.
1107	John Boorman	Alex Lasker#Bill Rubenstein	Patricia Arquette#U Aung Ko#Frances McDormand	English	Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...
1108	Christopher Menaul	H.E. Bates#Christopher Neame	Embeth Davidtz#Tom Bell#Gemma Jones	USA#UK	After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.
1109	Roman Polanski	Ariel Dorfman#Rafael Yglesias	Sigourney Weaver#Ben Kingsley#Stuart Wilson	English	A political activist is convinced that her guest is a man who once tortured her for the government.
1110	Rachel Talalay	Alan Martin#Jamie Hewlett	Lori Petty#Ice-T#Naomi Watts	English	A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.
1111	Mina Shum	Mina Shum	Sandra Oh#Stephen Chang#Alannah Ong	Canada	Twenty-two year old Chinese-Canadian Jade Li comes from a traditional Chinese family, who try to put on the perfect public persona at all cost so as to "save face". One primary part of this...
1112	Ron Shelton	Al Stump#Al Stump	Tommy Lee Jones#Robert Wuhl#Lolita Davidovich	English	A reporter hired to write the 'official' biography of Ty Cobb discovers just how dark the baseball legend's real story is.
1113	Alan Rudolph	Alan Rudolph#Randy Sue Coburn	Jennifer Jason Leigh#Campbell Scott#Matthew Broderick	English	Dorothy Parker remembers the heyday of the Algonquin Round Table, a circle of friends whose barbed wit, like hers, was fueled by alcohol and flirted with despair.
1114	Paul Mazursky	Chazz Palminteri#Chazz Palminteri	Cher#Chazz Palminteri#Ryan O'Neal	USA	A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.
1115	None	None	None	IMDbPro	None
1116	Rouben Mamoulian	John Taintor Foote#Garrett Fort	Tyrone Power#Linda Darnell#Basil Rathbone	English#Spanish	A young Spanish aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.
1117	James Ivory	Arianna Huffington#Ruth Prawer Jhabvala	Anthony Hopkins#Natascha McElhone#Julianne Moore	USA	The passionate Merchant Ivory drama tells the story of Françoise Gilot (Natascha McElhone), the only lover of Pablo Picasso (Sir Anthony Hopkins) who was strong enough to withstand his ferocious cruelty, and move on with her life.
1118	Lou Adler#Tommy Chong	Tommy Chong#Cheech Marin	Cheech Marin#Tommy Chong#Strother Martin	English#Spanish	Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.
1119	Howard Deutch	John Hughes	Eric Stoltz#Mary Stuart Masterson#Lea Thompson	English	When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.
1120	Herb Gardner	Herb Gardner#Herb Gardner	Walter Matthau#Ossie Davis#Amy Irving	English	Old Nat Moyer is a talker, a philosopher, and a troublemaker with a fanciful imagination. His companion is Midge Carter, who is half-blind, but still the super of an apartment house. When ...
1121	Jacques Demy	Jacques Demy	Catherine Deneuve#Nino Castelnuovo#Anne Vernon	French#English	A young woman separated from her lover by war faces a life-altering decision.
1122	Busby Berkeley	Sig Herzig#Bertram Millhauser	John Garfield#Claude Rains#The Dead End Kids	English	A boxer flees believing he has comitted a murder while he was drunk.
1123	Richard Brooks	Julius J. Epstein#Philip G. Epstein	Elizabeth Taylor#Van Johnson#Walter Pidgeon	English	Charles returns to Paris to reminisce about the life he led in Paris after it was liberated. He worked on "Stars and Stripes" when he met Marion and Helen. He would marry and be happy ...
1124	Frank Borzage	Benjamin Glazer#Oliver H.P. Garrett	Gary Cooper#Helen Hayes#Adolphe Menjou	English	An American ambulance driver and an English nurse fall in love in Italy during World War I.
1125	Ed Sinclair	Ed Sinclair	Viv Moore#David Benjamin Tomlinson	Arabic#English	
1126	Björn Tjärnberg	None	None	Swedish	Martin Falklind was 14 years old when he first read Hemingway's book "The Old Man and the Sea." Since that day, he has nurtured the dream of the little man in combat with a marlin, a fish ...
1127	Peter Weir	Andrew Niccol	Jim Carrey#Ed Harris#Laura Linney	USA	An insurance salesman discovers his whole life is actually a reality TV show.
1128	Nick Broomfield	Nick Broomfield#Nina Xining Zuo#Madam Alex	None	UK#Germany#USA#Canada	A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...
1129	Kar-Wai Wong	Kar-Wai Wong	Brigitte Lin#Takeshi Kaneshiro#Tony Chiu-Wai Leung	Cantonese#English#Japanese#Hindi#Mandarin	Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.
1130	Michel Negroponte	Gabriel Morgan#Michel Negroponte	Maggie Cogan#Katina Pendleton	USA	Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know ...
1131	Todd Haynes	Todd Haynes	Julianne Moore#Xander Berkeley#Dean Norris	UK#USA	An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.
1132	Steven Baigelman	Steven Baigelman	Keanu Reeves#Vincent D'Onofrio#Cameron Diaz	USA	An ex-convict and his bumbling crook brother fight for the same woman.
1133	John Hough	Robert Malcolm Young#Alexander Key	Eddie Albert#Ray Milland#Donald Pleasence	USA	Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?
1134	Spike Lee	Reggie Rock Bythewood	Ossie Davis#Charles S. Dutton#Andre Braugher	English	A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.
1135	Oliver Stone	Randall Jahnson#Oliver Stone	Val Kilmer#Meg Ryan#Kyle MacLachlan	English	The story of the famous and influential 1960s rock band
1136	Rob Reiner	Lewis Colick	Alec Baldwin#James Woods#Whoopi Goldberg	English	A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white racist to justice for the 1963 murder of the civil rights leader.
1137	Hettie Macdonald	Jonathan Harvey#Jonathan Harvey	Glen Berry#Linda Henry#Scott Neal	UK	In a suburb of London, young Jamie is escaping sport hours, to avoid being the victim of his comrades. Young Ste, his neighbor, is beaten by his father, and comes to sleep overnight. They discover new feelings, sleeping in the same bed.
1138	Tamra Davis	Art Edler Brown#Tracy Fraim	Dean Cain#Andy Dick#Sean Patrick Flanery	English	The film opens with four tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry ...
1139	Iain Softley	Rafael Moreu	Jonny Lee Miller#Angelina Jolie#Jesse Bradford	USA	Hackers are blamed for making a virus that will capsize five oil tankers.
1140	Don DuPree	Roger Ebert#Gene Siskel	None	None	
1141	None	None	None	USA	None
1142	None	None	None	English	None
1143	Paul Thomas Anderson	Paul Thomas Anderson	Philip Baker Hall#John C. Reilly#Gwyneth Paltrow	English	Professional gambler Sydney teaches John the tricks of the trade. John does well until he falls for cocktail waitress Clementine.
1144	Rolf de Heer	Rolf de Heer	Celine O'Leary#Chloe Ferguson#Paul Blackwell	Australia#Italy#France	A seven-year-old girl adopts a vow of silence in protest when her quarrelsome parents grow increasingly hostile to one another.
1145	William Friedkin	Ron Shelton	Nick Nolte#Mary McDonnell#J.T. Walsh	English	A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.
1146	John Whitesell	Paul W. Shapiro	Jason Priestley#Gabriel Olds#Jerry O'Connell	English	Three young men go on an end of the summer trip to Hollywood, California. Their quest: to fulfill the fantasy of meeting Marilyn Monroe.
1147	Gregory Nava	Gregory Nava#Anna Thomas	Jimmy Smits#Esai Morales#Edward James Olmos	English#Spanish	A man makes his way from Mexico to L.A. in the 1920s, gets married and raises a big family there. The movie follows the children until they, too, get married and have children in the 1960s.
1148	Brian Gilbert	Michael Hastings#Michael Hastings	Willem Dafoe#Miranda Richardson#Rosemary Harris	English	In 1915, T.S. (Tom) Eliot and Vivienne Haigh-Wood elope, but her longstanding gynecological and emotional problems disrupt their planned honeymoon. Her father is angry because Tom's poetry ...
1149	Nicolas Roeg	Edward Bond#Donald G. Payne	Jenny Agutter#David Gulpilil#Luc Roeg	English#Aboriginal#Czech#French	Two city-bred siblings are stranded in the Australian Outback, where they learn to survive with the aid of an Aboriginal boy on his "walkabout": a ritual separation from his tribe.
1150	Bruce Beresford	Steven Haft#Ron Koslow	Sharon Stone#Rob Morrow#Randy Quaid	English	A lawyer assigned to the clemency case of a woman on death row finds himself forming a deep friendship with her while he tries to prevent her impending execution.
1151	Larry Cohen#Fred Williamson	Aubrey K. Rattan	Fred Williamson#Jim Brown#Pam Grier	English	Marvin Bookman is a small shop owner in Gary, Indiana, USA. After he sees a drive-by shooting of Laurie Thompson's son by a local gang, he gives up the license number of the car to the ...
1152	Richard Attenborough	Henry S. Villard#James Nagel	Sandra Bullock#Chris O'Donnell#Mackenzie Astin	English#Italian	A bitter love story between a talented writer and a gentle nurse.
1153	Iain Softley	Iain Softley#Michael Thomas	Stephen Dorff#Sheryl Lee#Ian Hart	English#German#French#Russian	A dramatization of the Hamburg, Germany phase of
1154	Jean-Luc Godard	Jean-Luc Godard	Eddie Constantine#Anna Karina#Akim Tamiroff	French#English	A U.S. secret agent is sent to the distant space city of Alphaville where he must find a missing person and free the city from its tyrannical ruler.
1155	Éric Rohmer	Éric Rohmer	Clara Bellar#Antoine Basler#Mathias Mégard	French	Three stories of love and coincidence around the theme of dates in Paris.
1156	Anh Hung Tran	Anh Hung Tran	Le Van Loc#Tony Chiu-Wai Leung#Nu Yên-Khê Tran	Vietnamese	A young man who struggles through life by earning some money with his bicycle-taxi in Saigon (Ho Chi Minh city) gets contact to a group of criminals. They introduce him to the mafia-world ...
1157	Peter Hyams	Douglas Preston#Lincoln Child	Penelope Ann Miller#Tom Sizemore#Linda Hunt	English	A homicide detective and an anthropologist try to destroy a South American lizard-like god, who's on a people eating rampage in a Chicago museum.
1158	Benoît Jacquot	Jérôme Beaujour#Benoît Jacquot	Virginie Ledoyen#Benoît Magimel#Dominique Valadié	French	Early one morning Valerie has to tell her unemployed boyfriend Remi that she is pregnant. She has decided to keep the child, but they argue whether they should break up or not. That same ...
